구분,시도,시군구,읍면동,전송속도(다운로드),전송속도(업로드),접속성공률(다운로드),접속성공률(업로드),전송성공률(다운로드),전송성공률(업로드),LTE 전환율(다운로드),LTE 전환율(업로드),접속시간(다운로드),접속시간(업로드),평균 지연,평균 손실률
지역,충청남도,천안시,성환읍,427.74,53.91,100,100,99.85,100,0.12%,0.78%,44.21,48.62,17.17,0.04
지역,충청남도,천안시,청룡동,790.57,87.32,100,100,100,100,0.74%,0.27%,56.27,55.6,21.5,0
지역,충청북도,음성군,금왕읍,529.45,58.62,100,100,100,99.81,17.50%,15.26%,47.53,42.23,32.7,0
지역,충청북도,제천시,화산동,1007.19,105.77,100,100,100,100,0.13%,0.37%,37.26,43.99,17.74,0
지역,충청북도,청주시,남일면,518.89,55.57,100,100,100,99.84,0.00%,0.00%,45.45,40.95,17.81,0
지역,충청북도,청주시,산남동,910.75,94.04,100,100,100,100,0.62%,0.62%,40.89,37.05,17.36,0.03
지역,충청북도,청주시,용암2동,823.17,87.73,100,100,100,100,1.37%,1.00%,40.31,45.5,15.85,0
지역,충청북도,청주시,율량.사천동,781.55,94.31,100,100,99.88,100,0.00%,0.20%,41.62,42.53,17.75,0.04
지역,충청북도,충주시,연수동,923.13,93.28,100,100,99.87,100,1.40%,0.40%,51.3,51.42,17.35,0.05
지역,충청북도,충주시,용산동,1067.92,103.98,100,100,100,100,0.00%,0.00%,45.86,50.4,17.27,0.04
(교통) 고속도로,-,-,경부고속도로,615.67,69.87,100,100,99.97,100,1.15%,0.92%,39.13,39.67,20.55,0.04
(교통) 고속도로,-,-,광주대구고속도로,565.48,71.8,100,100,99.95,100,9.63%,9.43%,51.4,54.34,25.83,0.14
(교통) 고속도로,-,-,대구부산고속도로,580.09,62.35,100,100,100,100,0.72%,3.28%,65.25,58.69,25.86,0.05
(교통) 고속도로,-,-,서해안고속도로,609.51,70.83,100,100,99.98,100,0.71%,0.85%,43.97,44.08,20,0.08
(교통) 지하철,광주광역시,-,광주 1호선(1차 측정),1104.13,100.34,100,100,100,100,0.00%,0.94%,52.88,62.18,21.78,0.15
(교통) 지하철,광주광역시,-,광주 1호선(2차 측정),1142.71,94.78,100,100,100,100,0.14%,0.00%,21.61,22.44,18.73,0.03
(교통) 지하철,대구광역시,-,대구 1호선,1114.3,99.81,100,100,100,100,0.00%,0.00%,51.51,50.88,16.36,0.08
(교통) 지하철,대구광역시,-,대구 2호선,1240.16,108.07,100,100,100,100,0.00%,0.00%,40.4,39.15,15.72,0.03
(교통) 지하철,대구광역시,-,대구 3호선,955.96,107.07,100,100,100,100,0.15%,0.15%,48.58,34.1,17.05,0.08
(교통) 지하철,대전광역시,-,대전 1호선,1220.48,110.22,100,100,100,100,0.00%,0.17%,47.24,53.15,15.12,0.02
(교통) 지하철,부산광역시,-,부산 1호선,1097.44,104.97,100,100,100,100,0.00%,0.00%,32.9,36.64,15.7,0.09
(교통) 지하철,부산광역시,-,부산 2호선,987.74,82.88,100,100,100,100,0.68%,0.32%,37.3,35.57,16.85,0.01
(교통) 지하철,부산광역시,-,부산 3호선,1100.7,102.71,100,100,100,100,0.86%,0.00%,35.93,35.02,16.08,0
(교통) 지하철,부산광역시,-,부산 4호선,1140.58,119.59,100,100,100,100,0.07%,0.00%,34.49,35.36,16.9,0
(교통) 지하철,부산광역시,-,부산 김해선,820.67,105.03,100,100,100,100,0.00%,0.19%,31.36,32.76,16.35,0.03
(교통) 지하철,부산광역시,-,부산 동해선,822.76,83.71,100,100,100,100,0.32%,0.29%,55.29,52.32,18.8,0.06
(교통) 지하철,수도권,-,경강선,714.93,76.05,100,100,100,100,0.43%,0.52%,39.41,40.83,16.23,0.02
(교통) 지하철,수도권,-,경의중앙선,773.82,75.07,99.98,100,99.9,100,0.04%,0.33%,37.25,36.55,17.02,0.08
(교통) 지하철,수도권,-,경춘선,795.13,81.63,100,100,99.95,100,1.10%,0.87%,38.8,37.55,19.12,0.01
(교통) 지하철,수도권,-,김포골드선,1040.23,105.77,100,100,100,100,1.53%,1.09%,24.46,27.48,14.01,0.05
(교통) 지하철,수도권,-,서해선,1166.51,121.45,100,100,100,100,0.22%,0.22%,25.78,27.8,13.75,0
(교통) 지하철,수도권,-,수도권 1호선(구로-신창),540.02,63.52,100,100,99.8,99.92,0.71%,0.44%,34.12,35.54,22.54,1.25
(교통) 지하철,수도권,-,수도권 1호선(소요산-인천),686.26,78.72,100,100,99.97,99.97,0.51%,3.27%,30.18,29.9,19.54,0.08
(교통) 지하철,수도권,-,에버라인선,741.28,91.67,100,100,100,100,0.24%,0.12%,40.11,36.21,14.86,0.03
(교통) 지하철,수도권,-,의정부선,888.66,100.91,100,100,100,100,0.07%,0.00%,22.75,22.3,13.64,0.18
(교통) 지하철,수도권,-,공항철도,959.19,92.43,99.93,100,99.93,100,0.23%,0.23%,27.23,23.78,13.94,0.09
(교통) 지하철,수도권,-,수도권 2호선(1차 측정),754.47,90.2,100,100,100,100,0.17%,0.00%,29.92,29.13,13.76,0.16
(교통) 지하철,수도권,-,수도권 2호선(2차 측정),902.09,98.41,100,100,100,100,0.17%,0.35%,22.8,25.37,13.25,0.03
(교통) 지하철,수도권,-,수도권 3호선(1차 측정),988.15,107.23,100,100,100,99.95,0.04%,0.04%,29.74,30.12,14.15,0.18
(교통) 지하철,수도권,-,수도권 3호선(2차 측정),1146.29,110.1,100,100,100,100,0.08%,0.00%,22.82,21.49,11.99,0.2
(교통) 지하철,수도권,-,수도권 4호선(1차 측정),981.56,100.01,100,100,100,100,0.03%,0.08%,23.9,25.44,13.92,0.06
(교통) 지하철,수도권,-,수도권 4호선(2차 측정),774.88,82.03,100,100,99.93,100,0.05%,0.11%,28.16,26.63,14.43,0.1
(교통) 지하철,수도권,-,수도권 5호선(1차 측정),1165.66,121.51,100,100,100,100,0.03%,0.00%,20.84,22.71,12.27,6.05
(교통) 지하철,수도권,-,수도권 5호선(2차 측정),1050.37,108.92,100,100,100,100,0.03%,0.00%,27.2,28.28,13.25,0.85
(교통) 지하철,수도권,-,수도권 6호선,786.33,70.58,100,100,100,100,0.05%,0.06%,21.73,24.4,13.57,0.02
(교통) 지하철,수도권,-,수도권 7호선(1차 측정),1089.93,95.58,100,100,100,100,0.10%,0.23%,23.7,23.69,12.08,0.01
(교통) 지하철,수도권,-,수도권 7호선(2차 측정),934.09,93.73,100,99.96,100,99.96,0.20%,0.07%,22.93,25.35,12.36,0.01
(교통) 지하철,수도권,-,수도권 8호선,1231.82,127.79,100,100,100,100,0.00%,0.09%,24.54,26.03,12.28,0.01
(교통) 지하철,수도권,-,수도권 9호선,984.2,103.56,100,100,100,100,0.21%,0.00%,23.8,24.34,12.49,0.04
(교통) 지하철,수도권,-,수인분당선,970.52,101.71,100,100,100,100,0.25%,0.02%,26.77,30.05,14.43,0.05
(교통) 지하철,수도권,-,신림선,1141.41,126.14,100,100,100,100,0.00%,0.00%,25.08,24.43,11.58,0
(교통) 지하철,수도권,-,신분당선,835.25,87.35,100,100,100,100,0.41%,0.41%,23.28,25.62,14.04,0
(교통) 지하철,수도권,-,우이신설선,1130.18,126.35,100,100,100,100,0.00%,0.00%,25.03,24.32,11.6,0
(교통) 지하철,인천광역시,-,인천 1호선,993.25,99.73,100,100,100,100,0.00%,0.00%,22.34,25.3,13.25,0.05
(교통) 지하철,인천광역시,-,인천 2호선,1158.16,117.75,100,100,100,100,0.07%,0.00%,23.24,22.9,12.68,0
(교통) 철도,-,-,KTX 강릉선(서울-동해),491.05,61.2,100,100,99.94,100,3.08%,2.41%,34.11,38.28,26.58,0.24
(교통) 철도,-,-,KTX 경부선(서울-부산),453.44,51.84,100,99.97,99.53,99.85,2.86%,3.05%,44.04,44.37,28.59,0.45
(교통) 철도,-,-,KTX 경전선(서울-진주),450.14,54.48,99.98,100,98.96,99.85,3.99%,2.71%,47.52,45.83,35.64,0.66
(교통) 철도,-,-,KTX 중부내륙선(부발-충주),599.32,58.62,100,100,99.88,100,4.13%,3.20%,36.38,42.22,22.93,0.32
(교통) 철도,-,-,KTX 중앙선(청량리-안동),507.91,52.88,100,100,99.76,100,17.55%,15.52%,42.6,43.66,26.35,0.16
(교통) 철도,-,-,SRT 경부선(수서-부산),468.38,42.44,99.97,99.97,99.74,99.77,1.03%,1.71%,42.68,44.48,29.57,0.53
(교통) 철도,-,-,KTX 전라선(용산-여수엑스포),406.97,54.77,99.97,99.97,99.89,99.92,2.38%,2.10%,37.12,40.12,28.5,2.28
(교통) 철도,-,-,KTX 호남선(용산-목포),394.08,51.9,99.97,100,99.56,100,2.73%,2.02%,40.1,38.85,30.15,0.35
(교통) 철도,-,-,SRT 호남선(수서-목포),472.3,52.95,100,100,99.74,100,1.83%,1.79%,44.33,44.55,28.62,0.38
실내시설,강원도,강릉시,KTX강릉역,1727.69,141.46,100,100,100,100,0.00%,0.00%,44.12,38.19,17.23,0
실내시설,강원도,동해시,롯데시네마 동해점,1210.78,140.11,100,100,100,100,0.00%,0.00%,31.74,29.18,16.57,0
실내시설,강원도,속초시,롯데시네마 속초점,1006.31,111,100,100,100,100,0.00%,0.00%,35.27,34.11,17.7,0
실내시설,경기도,고양시,수도권3호선 대화역,1247.37,156.48,100,100,100,100,0.00%,0.00%,27.61,30.12,11.48,0
실내시설,경기도,광주시,이마트 경기광주점,1124.94,106.03,100,100,100,100,0.00%,0.00%,53.09,55.39,14.76,0.06
실내시설,경기도,김포시,현대아울렛 김포점,914.96,89.56,100,100,100,100,0.00%,0.00%,25.27,28.76,13.37,0
실내시설,경기도,동두천시,롯데마트 동두천점,1261.81,112.24,100,100,100,100,0.00%,0.00%,35.46,31.81,12.56,0
실내시설,경기도,수원시,KTX 수원역,955.89,107.02,100,100,100,100,0.00%,0.00%,65.33,61.96,16.75,0
실내시설,경기도,수원시,경기도의료원수원병원,748.29,69.22,100,100,100,99.49,5.18%,4.92%,47.48,45.69,16.17,0
실내시설,경기도,안양시,수도권4호선 범계역,1329.29,152.04,100,100,100,100,0.00%,0.00%,31.66,30.63,13.34,0
실내시설,경기도,양주시,LF네트웍스 양주점,901.03,97.33,100,100,100,100,0.00%,0.00%,28.28,31.72,14.27,0
실내시설,경기도,여주시,여주프리미엄아울렛 EAST동,1200.14,123.21,100,100,100,100,0.00%,0.00%,52.35,52.85,18.38,0
실내시설,경기도,용인시,낙원상가,832.51,55.5,100,100,99.51,99.84,3.08%,3.20%,62.18,62.61,19.72,0
실내시설,경기도,파주시,롯데프리미엄아울렛 파주점,1125.27,111.57,100,100,100,100,0.00%,0.00%,30.24,28.18,12.28,0
실내시설,경기도,평택시,로데오스타빌딩,1187.38,108.69,100,100,100,100,0.00%,0.00%,63.06,66.13,15.39,0
실내시설,경기도,화성시,이마트 동탄점,1238.52,122.08,100,100,100,100,0.00%,0.00%,62.12,57.6,14.09,0
실내시설,경기도,화성시,지엘프라자,388.31,22.64,100,100,99.86,99.59,3.16%,1.08%,53.44,44.14,52.31,0.08
실내시설,경상남도,사천시,삼천포제일병원,698.39,47.62,100,100,100,100,0.00%,0.00%,69.86,72.34,26.24,0.04
실내시설,경상남도,양산시,이마트 양산점,1143.16,89.88,100,100,100,100,0.00%,0.00%,47.14,48.19,17.1,0
실내시설,경상남도,진주시,경상국립대학교병원,1066.16,89.22,100,100,100,100,1.56%,0.82%,54.11,57.42,20.69,0.03
실내시설,경상남도,창원시,마이우스 빌딩,590.34,41.84,100,100,100,100,16.49%,15.91%,76,75.01,28.4,0.54
실내시설,경상북도,구미시,동아백화점 구미점,861.06,70.77,100,100,100,100,0.00%,0.00%,62.93,61.2,20.65,0.12
실내시설,경상북도,김천시,경부선 김천역,1128.69,112.3,100,100,100,100,0.10%,0.00%,52.04,55.46,17.38,0.12
실내시설,경상북도,상주시,경상북도교육청 상주도서관,520.13,26.73,100,100,100,99.87,0.00%,0.00%,62.17,63.14,38.82,0.06
실내시설,경상북도,영천시,영천민속관,721.55,52.11,100,100,100,100,0.12%,0.26%,57.36,57.25,21.41,0.11
실내시설,광주광역시,광산구,KTX 광주송정역,884.29,110.77,100,100,100,100,0.00%,0.00%,58.6,57.34,21.62,0.02
실내시설,광주광역시,광산구,광주센트럴병원,417.53,32.61,100,100,99.86,99.86,26.84%,22.11%,63.81,67.99,47.01,0
실내시설,광주광역시,동구,광주중앙도서관,599.31,31.13,100,100,100,99.85,7.85%,1.34%,77.49,72.59,43.04,0
실내시설,광주광역시,북구,광주북구 일곡도서관,1088.61,89.28,100,100,100,100,0.00%,0.00%,62.61,68.47,19.68,0.2
실내시설,광주광역시,북구,현대빌딩,553.1,56.66,100,100,99.71,100,0.00%,0.00%,54.87,47.09,27.64,0
실내시설,광주광역시,서구,광주광역시1호선 상무역,1237.48,132.28,100,100,100,100,0.00%,0.00%,75.17,74.59,20.56,0
실내시설,대구광역시,달서구,중앙빌딩,1103.55,88.93,100,100,100,100,0.00%,0.00%,52.7,55.65,16.28,0.06
실내시설,대구광역시,동구,KTX 동대구역,1051.53,125.61,100,100,100,100,0.00%,0.00%,42.15,42.85,16.89,0
실내시설,대구광역시,동구,안심1동 행정복지센터,636.11,23.64,100,100,100,100,0.80%,0.86%,58.87,55.96,32.41,0.15
실내시설,대구광역시,북구,홈플러스 칠곡점,1065.66,93.62,100,100,100,100,1.85%,1.23%,76.59,75.16,18.7,0.04
실내시설,대구광역시,서구,KTX 서대구역,1193.72,135.58,100,100,100,100,0.00%,0.00%,53.28,52.59,16.62,0
실내시설,대구광역시,수성구,동아백화점 수성점,996.64,81.9,100,100,100,100,0.00%,0.00%,71.75,68.86,17.4,0.04
실내시설,대전광역시,대덕구,우성빌딩,575.88,49.95,100,100,99.85,99.7,0.70%,2.45%,56.26,53.37,27.8,0.02
실내시설,대전광역시,동구,KTX 대전역,1381.02,151.01,100,100,100,100,0.00%,0.00%,65.06,63.24,16.26,0
실내시설,대전광역시,동구,대전복합버스터미널,1229.44,119.31,100,100,100,100,0.00%,0.00%,68.59,61.16,16.14,0
실내시설,대전광역시,서구,둔산라이프종합상가,794.25,50.34,100,100,99.85,99.85,0.00%,0.14%,56.73,52.56,18.67,0
실내시설,대전광역시,유성구,CGV유성노은점,684.13,47.81,100,100,100,100,0.00%,0.00%,55.76,56.56,16.74,0
실내시설,대전광역시,중구,코스트코코리아 대전점,1229.26,103.47,100,100,100,100,0.00%,0.00%,69.83,74.15,16,0
실내시설,부산광역시,기장군,롯데프리미엄아울렛 동부산점,812.34,53.68,100,100,100,100,0.50%,0.64%,49.24,44.71,20.19,0.07
실내시설,부산광역시,남구,세웅빌딩,662.34,66.82,100,99.73,99.59,99.73,11.00%,11.25%,46.69,42.87,32.64,0.08
실내시설,부산광역시,동구,KTX 부산역,1410.6,135.37,100,100,100,100,0.00%,0.00%,43.63,41.8,14.93,0
실내시설,부산광역시,동래구,광혜병원,592.36,49.93,100,100,100,100,1.47%,0.00%,63.4,71.33,26.43,0
실내시설,부산광역시,북구,덕천지하상가,1260.74,130.93,100,100,100,100,0.00%,0.00%,46.71,38.69,14.97,0
실내시설,부산광역시,사하구,서부산농협 하나로마트,1002.63,100.42,100,100,100,100,6.82%,8.21%,54.6,54.05,24.53,0.04
실내시설,부산광역시,서구,부산1호선 동대신역,1261.81,149.61,100,100,100,100,0.62%,0.00%,39.77,45.59,15.18,0
실내시설,부산광역시,수영구,BHS한서병원,1050.42,107.6,100,100,100,100,0.00%,0.00%,48.84,52.42,15.42,0
실내시설,부산광역시,해운대구,홈플러스 부산반여점,995.19,113.16,100,100,100,99.85,0.62%,0.13%,46.29,46.87,16.64,0
실내시설,서울특별시,강남구,SRT 수서역,1190.93,143.33,100,100,100,100,0.00%,0.00%,42.2,35.53,12.41,0
실내시설,서울특별시,강남구,청실종합상가,1111.64,69.62,100,100,100,100,0.00%,0.00%,27.75,34.07,13.18,0
실내시설,서울특별시,구로구,스카이타워,662.51,46.95,99.89,100,99.67,99.89,6.82%,2.68%,36.5,35.46,39.2,0
실내시설,서울특별시,금천구,유창빌딩,1289.9,92.86,100,100,100,100,0.00%,0.00%,34.58,34.78,15.47,0
실내시설,서울특별시,도봉구,두승빌딩,1132.23,62.77,100,100,100,100,0.00%,0.26%,36.32,41.36,16.48,0
실내시설,서울특별시,도봉구,롯데하이마트 창동점,1116.6,65.77,100,100,100,100,0.00%,0.00%,36.93,46.14,16.18,0
실내시설,서울특별시,동대문구,삼육서울병원,730.54,47.77,100,100,100,100,8.11%,6.30%,38.07,46.78,16.53,0
실내시설,서울특별시,동작구,9호선 흑석역,1333.36,150.42,100,100,100,100,0.00%,0.00%,29.48,22.16,11.01,0
실내시설,서울특별시,마포구,홈플러스 월드컵점,1145.62,99.03,100,100,100,100,0.00%,0.00%,32.25,29.09,12.31,0
실내시설,서울특별시,서대문구,현대백화점 신촌점,1031.17,75.88,99.85,99.85,99.85,99.85,0.00%,0.00%,37.69,44,16.66,0
실내시설,서울특별시,서초구,신세계백화점 강남점,1077.8,84.2,100,100,100,100,0.00%,0.00%,28.08,24.83,12.21,0
실내시설,서울특별시,성동구,성동구립도서관,975.49,107.29,100,100,100,100,0.59%,0.00%,24.94,24.6,12.45,0.03
실내시설,서울특별시,송파구,가락시장 가락몰,1152.65,119.05,100,100,100,100,0.00%,0.00%,30.81,22.85,11.75,0
실내시설,서울특별시,양천구,양천중앙도서관,477.82,31.89,100,100,99.81,99.44,14.99%,15.27%,49.69,48.44,24.16,0
실내시설,서울특별시,양천구,이대목동병원,554.06,45.37,100,100,100,100,25.90%,26.42%,51.68,62.63,34.86,0.56
실내시설,서울특별시,영등포구,신길3동 주민센터,698.41,42.49,100,100,100,99.85,0.00%,0.00%,44.22,41.71,23.09,0
실내시설,서울특별시,용산구,KTX 서울역,1047.32,90.13,100,100,100,100,0.25%,0.00%,44.7,37.79,21.36,0
실내시설,서울특별시,중구,2호선 신당역,1317.01,146.67,100,100,100,100,0.00%,0.00%,21.7,25.82,10.8,0
실내시설,세종특별자치시,-,이마트 세종점,1243.19,131.1,100,100,100,100,0.00%,0.00%,69.58,79.99,20.55,0
실내시설,세종특별자치시,-,정부세종컨벤션센터,1459.83,162.15,100,100,100,100,0.00%,0.13%,53.06,54.75,15.51,0
실내시설,울산광역시,남구,울산고속-시외버스터미널,1236,154.12,100,100,100,100,0.00%,0.00%,44.82,42.87,17.78,0
실내시설,울산광역시,울주군,메가마트 언양점,1076.83,93.45,100,100,100,100,0.00%,0.00%,71.38,65.49,18.17,0.04
실내시설,인천광역시,남동구,링크126빌딩,1114.81,78.87,100,100,100,100,0.84%,0.78%,35.39,36.98,16.54,0.05
실내시설,인천광역시,미추홀구,로뎀요양병원,1104.8,71.14,100,100,100,100,0.00%,0.00%,40.06,32.27,15.58,0
실내시설,인천광역시,미추홀구,홈플러스 인하점,1182.31,110.71,100,100,100,100,0.00%,0.00%,30.07,25.91,12.61,0
실내시설,인천광역시,부평구,수도권1호선 부평역,1228.55,115.86,100,100,100,100,0.00%,0.00%,32.82,41.67,16.06,0
실내시설,인천광역시,연수구,송도 컨벤시아,944.61,104.54,100,100,100,100,0.00%,0.00%,25.45,37.47,15.5,0
실내시설,인천광역시,연수구,현대프리미엄 아울렛 송도점,946.06,88.56,100,100,100,100,0.00%,0.00%,35.35,35.08,16.36,0
실내시설,인천광역시,중구,이마트 동인천점,1142.25,100.2,100,100,100,100,0.00%,0.00%,24.8,27.32,12.89,0
실내시설,인천광역시,중구,인천국제공항 제1여객터미널,973.03,128.86,100,100,100,100,0.00%,0.00%,21.37,26.49,13.31,0.03
실내시설,전라남도,광양시,광양사랑병원,684.56,77.67,100,100,100,100,0.00%,0.88%,41.73,39.43,19.51,0
실내시설,전라남도,나주시,대양스퀘어가든,643.05,44.73,100,100,100,99.86,1.75%,0.00%,62.54,65.72,23.51,0
실내시설,전라남도,목포시,목포항국제여객터미널,1200.55,116.15,100,100,100,100,0.00%,0.00%,60.85,67.91,19.32,0
실내시설,전라남도,순천시,홈플러스 순천풍덕점,1084.19,87.1,100,100,100,100,0.25%,0.12%,63.88,62.9,19.63,0.04
실내시설,전라남도,여수시,여수엑스포,945.84,96.25,100,100,100,100,0.12%,0.25%,60.97,64.27,29.52,0
실내시설,전라북도,군산시,LG전자 베스트샵 군산본점,994.61,67.4,100,100,100,100,0.00%,0.00%,68.06,69.19,20.23,0
실내시설,전라북도,남원시,KTX남원역,1180.96,121.92,100,100,100,100,0.12%,0.37%,61.44,69.31,18,0
실내시설,전라북도,전주시,홈플러스 전주점,1150.03,80.93,100,100,100,100,0.00%,1.37%,60.79,73.5,25.01,0.75
실내시설,전라북도,정읍시,정읍시립중앙도서관,772.03,91.83,100,100,100,100,2.48%,2.74%,45.16,40.97,20.98,0.06
실내시설,전리븍도,익산시,원창빌딩,794.83,71.81,100,100,100,100,0.00%,0.00%,54.58,65.17,20.97,0.04
실내시설,제주특별자치도,서귀포시,롯데시네마 서귀포점,860.63,71.16,100,100,100,99.85,0.00%,0.00%,63.03,59.26,21.93,0
실내시설,제주특별자치도,서귀포시,세계조가비박물관,593.04,43.3,100,100,100,99.72,2.33%,1.91%,81.9,65.77,45.32,0
실내시설,제주특별자치도,제주시,제주국제공항,1026.93,108.46,100,100,100,100,0.12%,0.00%,58.66,56.87,21.88,0
실내시설,제주특별자치도,제주시,제주아틀리에,549.36,63.56,100,100,100,100,0.25%,0.00%,59.36,63.73,27.25,0.04
실내시설,충청남도,공주시,공주종합버스터미널,1001.87,90.41,100,100,100,100,0.00%,0.00%,75.05,69.68,18.49,0
실내시설,충청남도,보령시,이마트 보령점,1473.58,107.4,100,100,100,100,0.00%,0.00%,66.41,68.24,21.69,0
실내시설,충청남도,서산시,충청남도서산의료원,1154.97,114.6,100,100,100,100,0.00%,0.00%,57.09,52.83,21.14,0
실내시설,충청남도,천안시,동원빌딩,776.31,86.67,100,100,100,100,0.00%,0.00%,62.74,64.31,18.21,0
실내시설,충청남도,천안시,롯데마트 성정점,1214.02,95.45,100,100,100,100,0.00%,0.00%,49.18,46.33,16.95,0
실내시설,충청북도,제천시,이마트 제천점,1313.43,126.6,100,100,100,100,0.00%,0.00%,55.39,53.22,20.6,2.4
실내시설,충청북도,청주시,산남렉슬1빌딩,888.78,63,100,100,100,100,0.00%,0.00%,62.88,62.82,17.33,0.07
실내시설,충청북도,청주시,아이웰메티컬빌딩,758.94,72.15,100,100,100,100,0.12%,0.00%,54.48,50.06,18.9,0.04
실내시설,충청북도,충주시,킹콩백화점 충주점,591.16,53.23,100,100,99.88,100,2.16%,1.87%,57.01,64.98,20.51,0
유동인구,강원도,원주시,중앙로 문화의거리,1128.56,120.16,100,100,100,100,0.00%,0.25%,36.37,31.27,15.79,0
유동인구,강원도,춘천시,춘천명동닭갈비골목,1319.82,154.22,100,100,100,100,0.00%,0.12%,36.34,38.07,15.57,0
유동인구,경기도,고양시,라페스타,1304.75,125.17,100,100,100,100,0.00%,0.00%,25.31,24.5,11.98,0.03
유동인구,경기도,부천시,부천중동 로데오거리,1001.04,86.27,100,100,100,100,0.00%,0.00%,34.68,34.83,16.35,0
유동인구,경기도,성남시,정자동 카페거리,1006.45,89.16,100,100,99.84,100,0.00%,0.00%,61.24,63.21,17.83,0
유동인구,경기도,안산시,안산중앙역로데오거리,921.3,116.16,100,100,100,100,0.00%,0.00%,46.91,45.01,15.95,0
유동인구,경상남도,밀양시,밀양아리랑 시장,840.65,65.4,100,100,100,100,0.11%,0.00%,71.7,76.22,28.84,0
유동인구,경상남도,통영시,동피랑 벽화마을,610.21,88.26,100,100,99.85,100,0.62%,0.25%,68.66,62.22,19.03,0
유동인구,경상북도,경산시,오렌지타운거리,1130.27,106.64,100,100,100,100,0.00%,0.00%,45.07,43.18,17.04,0.05
유동인구,경상북도,포항시,영일만친구야시장거리~포항중앙상가실개천거리,1105.5,116.93,100,100,100,100,0.09%,0.00%,41.11,40.46,18.27,0
유동인구,광주광역시,남구,광주대학교,1045.35,90.96,100,100,100,100,1.24%,0.62%,64.25,61.43,19.17,0
유동인구,대구광역시,달서구,계명대학교,1016.81,87.92,100,100,100,100,0.25%,0.00%,37.18,37.08,16.53,0.02
유동인구,대구광역시,중구,동성로 로데오거리,1048.43,131.96,100,100,100,100,0.00%,0.37%,40.71,37.09,15.59,0.02
유동인구,대전광역시,동구,우송대학교,1191.74,90.94,100,100,100,100,0.12%,0.00%,66.43,67.61,15.09,0
유동인구,대전광역시,서구,둔산동거리,828.24,106.57,100,100,100,100,0.00%,0.12%,46,46.3,15.51,0
유동인구,대전광역시,중구,으능정이 문화의거리,1315.23,135.84,100,100,100,100,0.00%,0.00%,68.27,59.43,16.42,0
유동인구,부산광역시,금정구,부산가톨릭대학교,951.69,94.93,100,100,100,100,4.11%,2.51%,39.41,44.18,19.05,0.08
유동인구,부산광역시,부산진구,서면거리,1047.27,132.5,100,100,100,100,0.00%,0.00%,32.95,36.82,14.77,0
유동인구,부산광역시,중구,BIFF 거리,1277.93,144.51,100,100,100,100,0.49%,0.74%,42.48,46.23,15.81,0
유동인구,서울특별시,성동구,한양대학교,1150.63,110.27,100,100,100,100,0.00%,0.00%,30.65,28.05,12.93,0
유동인구,서울특별시,종로구,광장시장,1415.9,115.52,100,100,100,100,0.00%,0.00%,28.49,31.91,12.62,0
유동인구,울산광역시,중구,신 중앙시장,1061.44,86.02,100,100,100,99.85,0.13%,0.00%,62.09,65.33,19.68,0.04
유동인구,인천광역시,남동구,구월동 로데오거리,1470.84,120.79,100,100,100,100,0.00%,0.00%,33.45,37.19,14.57,0
유동인구,전라남도,나주시,빛가람호수공원,503.9,55.62,99.85,100,99.85,99.85,0.00%,0.00%,70.09,84.08,24.1,0
유동인구,전라북도,완산구,전주한옥마을,1125.59,109.98,100,100,100,100,0.00%,0.00%,42.59,49.97,20.18,0
유동인구,충청북도,청주시,성안길,1125.78,115.34,100,100,100,100,0.00%,0.12%,47.31,44.69,17.03,0.06
주거지역(기타),울산광역시,동구, 현대패밀리서부1차 아파트,1101.58,126.79,100,100,100,100,0.13%,0.25%,40.84,41,19.11,0
